creation_timestamp,Model,Model_name,Umbral_minimo,Cantidad_a_generar_por_llamada,Max_ejemplos_input,Temperature,Frequency_penalty,Presence_penalty,mean_distance_difference_centroid,mean_ai_to_all_human_distance,frac_comunes_ai_2gram,frac_comunes_human_2gram,unicos_ai_prop_2gram,unicos_human_prop_2gram,novedad_2gram,frac_comunes_ai_3gram,frac_comunes_human_3gram,unicos_ai_prop_3gram,unicos_human_prop_3gram,novedad_3gram,ai_detection_accuracy,best_f1_train,best_f1_val,best_f1_test
2025-06-14T18:02:22.146208,vllm,meta-llama/Llama-3.2-3B-Instruct,100,5,5,0.5,0.0,0.0,0.0053382203914225,0.031992400214076,0.8478802992518704,0.0091498470948012,1.5405405405405406,0.801032284181763,349,0.5774869109947643,0.006613482991117,2.131756756756757,1.4135461997773504,840,0.0506756756756756,0.7541168276655664,0.7305738367394066,0.7324715794333199
2025-06-21T13:04:17.479032,vllm,meta-llama/Llama-3.2-3B-Instruct,250,5,5,0.5,0.0,0.0,0.0082383004948496,0.0362678674098692,0.8895556339961564,0.0554886850152905,0.5736875395319418,0.801032284181763,838,0.6377882247593463,0.0427058319168008,0.954775458570525,1.4135461997773504,2208,0.1166982922201138,0.7339914686166972,0.7211796246648794,0.7223729318825458
2025-06-21T15:14:27.586185,vllm,meta-llama/Llama-3.2-3B-Instruct,500,5,5,0.5,0.0,0.0,0.007728355307434,0.0369731580093503,0.8960988947510301,0.1707816513761468,0.296448224112056,0.801032284181763,1541,0.6597699795308289,0.1343172613105249,0.535167583791896,1.4135461997773504,4188,0.1103551775887944,0.7138500118607882,0.7260605001892451,0.728346227677273
2025-06-22T12:47:12.686526,vllm,meta-llama/Llama-3.2-3B-Instruct,1000,5,5,0.5,0.0,0.0,0.0065564172418445,0.0369327237469054,0.8971695513418851,0.4938152905198776,0.1475877340132859,0.801032284181763,2523,0.6630204784277158,0.3879620219390156,0.2868885459303495,1.4135461997773504,7010,0.1092062000939408,0.6439448803560102,0.7195366977898594,0.7204320113314447
2025-06-22T23:10:48.988651,vllm,meta-llama/Llama-3.2-3B-Instruct,100,5,5,0.5,1.0,1.0,0.0096739823929965,0.0347085830941796,0.7175774877650897,0.0086091743119266,2.8949096880131364,0.801032284181763,940,0.4102862462182918,0.0052853900785763,3.80623973727422,1.4135461997773504,1814,0.1313628899835796,0.7519308152603309,0.7298055020150692,0.7324740464248222
2025-06-24T17:10:53.864571,vllm,meta-llama/Llama-3.2-3B-Instruct,250,5,5,0.5,1.0,1.0,0.0094912111014127,0.0375660509361248,0.7378562313908975,0.0424391437308868,1.2704581358609794,0.801032284181763,2461,0.4264720338150005,0.026013232961887,1.9595576619273305,1.4135461997773504,5251,0.130173775671406,0.7318980239082703,0.7192065246616676,0.7233077772142836
2025-06-24T11:40:52.361259,vllm,meta-llama/Llama-3.2-3B-Instruct,500,5,5,0.5,1.0,1.0,0.0092117464975328,0.038406626842916,0.7373345441536641,0.1311021406727828,0.7187001594896332,0.801032284181763,4925,0.4238080796794943,0.0796016320852857,1.2166068580542264,1.4135461997773504,10830,0.1301834130781499,0.7053911180987537,0.7217076828085032,0.7222549828989268
2025-06-23T02:10:48.226744,vllm,meta-llama/Llama-3.2-3B-Instruct,1000,5,5,0.5,1.0,1.0,0.0078094173602911,0.0382490544279496,0.7419489850489456,0.3903241590214067,0.4040085802386379,0.801032284181763,8813,0.428468075457029,0.2379175023458977,0.7642110202440006,1.4135461997773504,20760,0.1344013942887786,0.6364783653846153,0.7155636125887842,0.7174983682430428
2025-06-21T18:45:31.546328,openai,gpt-4o-mini,100,5,5,0.5,0.0,0.0,0.0100982888446499,0.0343296430632472,0.849302877484426,0.0070042813455657,1.029032258064516,0.801032284181763,206,0.6001454016721193,0.004949619409943,1.3870967741935485,1.4135461997773504,494,0.0080645161290322,0.7470653651303596,0.7247212497425789,0.7267594035820368
2025-06-21T20:22:56.733033,openai,gpt-4o-mini,250,5,5,0.5,0.0,0.0,0.0086297830194234,0.0360083704765297,0.8321055665876625,0.0317798165137614,0.3387755102040816,0.801032284181763,411,0.5612425559311122,0.0209077200272214,0.5117739403453689,1.4135461997773504,1060,0.0100470957613814,0.7378413694755873,0.7244484597674351,0.7255170804282506
